		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Soil 	Soil 	Wind	Wind	ISS 	Arc.
09/01/22	14:10	7.3	7.3	7.3	81	4.3	3.0	SW	0.50	9.0	WSW	6.8	7.2	6.7	6.2	1003.3	0.00	0.0	132	1.89	178	0.0	0.00	0.0	0.076	0.000	20.2	40	6.1	18.8	7.78	 .0737	0.00	8.3	5.0	233	1	100.0	10
09/01/22	14:20	7.4	7.4	7.3	80	4.2	2.0	W	0.33	11.0	SSW	7.4	7.3	7.3	6.6	1003.4	0.00	0.0	109	1.56	144	0.0	0.00	0.0	0.076	0.000	20.2	40	6.2	18.9	7.78	 .0737	0.00	7.2	5.0	232	1	100.0	10
09/01/22	14:30	7.2	7.4	7.2	80	4.0	4.0	W	0.67	12.0	W	6.2	7.1	6.1	5.3	1003.5	0.00	0.0	106	1.52	123	0.0	0.00	0.0	0.077	0.000	20.7	39	6.2	19.2	7.67	 .0736	0.00	6.1	5.0	232	1	100.0	10
09/01/22	14:40	7.2	7.3	7.2	81	4.1	3.0	WSW	0.50	9.0	NW	6.6	7.1	6.5	5.6	1003.6	0.00	0.0	93	1.33	113	0.0	0.00	0.0	0.078	0.000	21.6	37	6.3	20.1	7.33	 .0734	0.00	6.1	4.4	227	1	99.6	10
09/01/22	14:50	6.9	7.2	6.9	81	3.9	4.0	WSW	0.67	10.0	W	5.8	6.8	5.7	4.3	1003.6	0.00	0.0	53	0.76	84	0.0	0.00	0.0	0.079	0.000	21.7	37	6.3	20.2	7.33	 .0734	0.00	5.6	4.4	227	1	99.6	10
09/01/22	15:00	6.7	6.9	6.7	81	3.7	3.0	WSW	0.50	12.0	W	6.1	6.6	6.0	4.3	1003.7	0.00	0.0	32	0.46	42	0.0	0.00	0.0	0.081	0.000	21.1	38	6.2	19.5	7.55	 .0735	0.05	5.6	3.9	228	1	100.0	10
09/01/22	15:10	6.6	6.8	6.6	82	3.7	3.0	W	0.50	9.0	WNW	5.9	6.4	5.8	4.1	1003.9	0.00	0.0	30	0.43	39	0.0	0.00	0.0	0.082	0.000	20.6	38	5.7	19.1	7.55	 .0737	0.00	5.0	3.9	227	1	99.6	10
09/01/22	15:20	6.5	6.6	6.4	82	3.6	3.0	SSW	0.50	8.0	SSW	5.9	6.4	5.8	4.2	1004.0	0.00	0.0	37	0.53	47	0.0	0.00	0.0	0.082	0.000	20.2	39	5.8	18.8	7.68	 .0738	0.00	5.0	3.9	227	1	99.6	10
09/01/22	15:30	6.4	6.4	6.4	82	3.5	3.0	SSW	0.50	8.0	SSW	5.7	6.3	5.6	3.9	1004.1	0.00	0.0	29	0.42	30	0.0	0.00	0.0	0.083	0.000	19.9	39	5.5	18.5	7.69	 .0739	0.00	5.0	3.9	224	1	98.2	10
09/01/22	15:40	6.3	6.4	6.3	82	3.4	1.0	S	0.17	5.0	WSW	6.3	6.2	6.2	4.3	1004.3	0.00	0.0	18	0.26	26	0.0	0.00	0.0	0.084	0.000	19.7	39	5.4	18.3	7.70	 .0740	0.00	4.4	3.3	223	1	97.8	10
09/01/22	15:50	6.0	6.3	6.0	82	3.2	2.0	S	0.33	3.0	S	6.0	5.9	5.9	3.9	1004.2	0.00	0.0	10	0.14	11	0.0	0.00	0.0	0.086	0.000	19.6	40	5.6	18.2	7.81	 .0740	0.00	3.3	2.8	225	1	98.7	10
09/01/22	16:00	5.8	6.1	5.8	83	3.1	1.0	SSE	0.17	3.0	SSE	5.8	5.7	5.7	3.7	1004.3	0.00	0.0	8	0.11	9	0.0	0.00	0.0	0.087	0.000	19.4	40	5.4	18.0	7.81	 .0740	0.03	3.3	2.8	229	1	100.0	10
09/01/22	16:10	5.5	5.8	5.5	84	3.0	3.0	SSE	0.50	4.0	SSE	4.7	5.4	4.6	2.6	1004.4	0.00	0.0	4	0.06	5	0.0	0.00	0.0	0.089	0.000	19.3	40	5.3	17.9	7.82	 .0741	0.00	3.9	3.3	226	1	99.1	10
09/01/22	16:20	5.3	5.5	5.3	84	2.8	3.0	SSE	0.50	6.0	SSE	4.6	5.2	4.4	2.3	1004.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.090	0.000	19.2	40	5.3	17.8	7.82	 .0741	0.00	3.9	3.3	225	1	98.7	10
09/01/22	16:30	5.2	5.3	5.2	85	2.9	4.0	SSE	0.67	6.0	SSE	3.8	5.1	3.7	1.6	1004.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.091	0.000	19.1	40	5.1	17.6	7.82	 .0742	0.00	3.9	2.8	229	1	100.0	10
09/01/22	16:40	5.0	5.2	5.0	85	2.7	4.0	S	0.67	7.0	S	3.6	4.9	3.5	1.4	1004.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	18.9	40	5.0	17.5	7.83	 .0742	0.00	3.3	2.8	226	1	99.1	10
09/01/22	16:50	4.9	5.0	4.9	85	2.6	4.0	S	0.67	8.0	S	3.6	4.8	3.4	1.3	1004.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	18.8	40	4.9	17.4	7.83	 .0742	0.00	3.3	2.2	227	1	99.6	10
09/01/22	17:00	4.8	4.9	4.8	86	2.6	4.0	S	0.67	6.0	S	3.3	4.7	3.2	1.1	1004.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.094	0.000	18.8	40	4.9	17.3	7.83	 .0743	0.00	3.3	2.2	228	1	100.0	10
09/01/22	17:10	4.7	4.8	4.7	86	2.6	4.0	S	0.67	7.0	S	3.3	4.6	3.2	1.1	1005.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.095	0.000	18.7	41	5.1	17.3	7.95	 .0743	0.00	3.3	2.8	229	1	100.0	10
09/01/22	17:20	4.6	4.7	4.6	87	2.6	4.0	S	0.67	5.0	S	3.1	4.4	2.9	0.8	1005.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.096	0.000	18.6	41	5.0	17.2	7.95	 .0743	0.00	3.3	2.8	227	1	99.6	10
09/01/22	17:30	4.4	4.6	4.4	87	2.5	3.0	S	0.50	5.0	S	3.6	4.3	3.4	1.3	1005.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.096	0.000	18.6	41	5.0	17.2	7.95	 .0743	0.00	3.3	2.8	225	1	98.7	10
09/01/22	17:40	4.4	4.4	4.4	87	2.4	2.0	S	0.33	3.0	S	4.3	4.3	4.2	2.1	1005.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.097	0.000	18.5	41	5.0	17.1	7.95	 .0744	0.00	3.3	2.2	227	1	99.6	10
09/01/22	17:50	4.4	4.4	4.4	87	2.5	1.0	S	0.17	6.0	SSW	4.4	4.3	4.3	2.2	1005.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.096	0.000	18.5	41	5.0	17.1	7.95	 .0744	0.00	2.8	2.2	227	1	99.6	10
09/01/22	18:00	4.4	4.4	4.4	87	2.5	2.0	W	0.33	6.0	W	4.3	4.3	4.2	2.1	1005.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.096	0.000	18.6	41	5.0	17.2	7.95	 .0744	0.00	2.8	1.7	226	1	99.1	10
09/01/22	18:10	4.4	4.4	4.4	87	2.4	2.0	W	0.33	8.0	W	4.3	4.3	4.2	2.1	1006.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.097	0.000	18.6	40	4.7	17.1	7.84	 .0744	0.00	2.8	1.7	228	1	100.0	10
09/01/22	18:20	4.3	4.4	4.3	87	2.4	2.0	SW	0.33	7.0	S	4.2	4.2	4.1	1.9	1006.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.097	0.000	18.5	40	4.6	17.1	7.84	 .0744	0.00	2.8	1.7	225	1	98.7	10
09/01/22	18:30	4.3	4.4	4.3	87	2.4	3.0	SSW	0.50	6.0	SSW	3.4	4.2	3.3	1.2	1006.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.097	0.000	18.5	41	5.0	17.1	7.95	 .0744	0.00	2.8	1.7	229	1	100.0	10
09/01/22	18:40	4.3	4.4	4.3	87	2.3	2.0	SSW	0.33	10.0	SSW	4.1	4.2	4.0	1.9	1006.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.098	0.000	18.4	41	4.9	17.1	7.95	 .0745	0.00	2.8	1.7	226	1	99.1	10
09/01/22	18:50	4.1	4.3	4.1	87	2.1	1.0	SSW	0.17	6.0	SW	4.1	3.9	3.9	1.8	1006.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.099	0.000	18.3	41	4.8	16.9	7.95	 .0745	0.00	2.2	1.1	227	1	99.6	10
09/01/22	19:00	3.9	4.1	3.9	87	1.9	1.0	SSW	0.17	5.0	SSW	3.9	3.8	3.8	1.7	1006.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.100	0.000	18.3	41	4.8	16.9	7.95	 .0745	0.00	2.2	1.1	227	1	99.6	10
09/01/22	19:10	3.8	3.9	3.8	88	2.0	1.0	SSW	0.17	6.0	SSW	3.8	3.8	3.8	1.7	1006.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.101	0.000	18.3	41	4.8	16.9	7.95	 .0745	0.00	2.2	1.1	227	1	99.6	10
09/01/22	19:20	3.9	3.9	3.8	88	2.1	1.0	SW	0.17	5.0	WSW	3.9	3.9	3.9	1.8	1006.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.100	0.000	18.3	41	4.8	16.9	7.95	 .0745	0.00	2.2	1.1	229	1	100.0	10
09/01/22	19:30	3.9	3.9	3.9	88	2.1	1.0	SW	0.17	3.0	W	3.9	3.8	3.8	1.7	1007.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.100	0.000	18.3	41	4.8	16.9	7.95	 .0746	0.00	2.2	1.1	228	1	100.0	10
09/01/22	19:40	3.8	3.9	3.8	88	2.0	0.0	WSW	0.00	3.0	SW	3.8	3.7	3.7	1.6	1007.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.101	0.000	18.3	41	4.8	16.9	7.95	 .0746	0.00	2.2	1.1	227	1	99.6	10
09/01/22	19:50	3.6	3.8	3.6	88	1.8	0.0	S	0.00	2.0	S	3.6	3.6	3.6	1.4	1007.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.102	0.000	18.2	41	4.7	16.8	7.95	 .0746	0.00	1.7	0.6	228	1	100.0	10
09/01/22	20:00	3.4	3.6	3.4	88	1.6	0.0	---	0.00	0.0	---	3.4	3.4	3.4	1.2	1007.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	18.2	41	4.7	16.8	7.95	 .0746	0.00	1.1	0.6	226	1	99.1	10
09/01/22	20:10	3.4	3.4	3.4	89	1.8	1.0	S	0.17	3.0	S	3.4	3.4	3.4	1.3	1007.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	18.2	41	4.7	16.8	7.96	 .0746	0.00	2.8	1.7	226	1	99.1	10
09/01/22	20:20	3.5	3.6	3.4	89	1.9	0.0	S	0.00	3.0	S	3.5	3.4	3.4	1.3	1007.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	18.1	41	4.6	16.7	7.96	 .0746	0.00	2.2	0.6	228	1	100.0	10
09/01/22	20:30	3.7	3.7	3.5	89	2.0	0.0	S	0.00	1.0	S	3.7	3.6	3.6	1.5	1007.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.102	0.000	18.1	41	4.6	16.6	7.96	 .0747	0.00	2.2	0.6	230	1	100.0	10
09/01/22	20:40	3.7	3.7	3.7	89	2.0	0.0	S	0.00	3.0	S	3.7	3.6	3.6	1.5	1007.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.102	0.000	18.1	41	4.6	16.6	7.96	 .0747	0.00	1.7	0.6	228	1	100.0	10
09/01/22	20:50	3.7	3.7	3.7	89	2.1	0.0	S	0.00	1.0	S	3.7	3.7	3.7	1.6	1007.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.101	0.000	18.0	41	4.5	16.6	7.96	 .0747	0.00	1.7	0.6	228	1	100.0	10
09/01/22	21:00	3.4	3.7	3.4	89	1.8	1.0	S	0.17	3.0	S	3.4	3.4	3.4	1.3	1008.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	18.0	41	4.5	16.6	7.96	 .0747	0.00	1.7	0.0	228	1	100.0	10
09/01/22	21:10	3.3	3.4	3.3	89	1.6	0.0	S	0.00	2.0	S	3.3	3.2	3.2	1.1	1008.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.105	0.000	17.9	41	4.5	16.5	7.96	 .0747	0.00	1.1	0.0	227	1	99.6	10
09/01/22	21:20	3.2	3.3	3.2	89	1.6	0.0	S	0.00	2.0	S	3.2	3.2	3.2	1.0	1008.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.105	0.000	17.9	41	4.4	16.4	7.97	 .0748	0.00	1.1	0.0	223	1	97.8	10
09/01/22	21:30	3.1	3.2	3.1	90	1.6	0.0	S	0.00	2.0	S	3.1	3.0	3.0	0.8	1008.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.106	0.000	17.9	41	4.5	16.5	7.96	 .0748	0.00	1.1	0.0	226	1	99.1	10
09/01/22	21:40	3.3	3.3	3.0	90	1.8	1.0	S	0.17	3.0	S	3.3	3.2	3.2	1.1	1008.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.105	0.000	17.9	41	4.4	16.4	7.97	 .0748	0.00	2.2	0.6	227	1	99.6	10
09/01/22	21:50	3.2	3.3	3.2	89	1.6	0.0	SSE	0.00	3.0	S	3.2	3.2	3.2	1.0	1008.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.105	0.000	17.8	41	4.3	16.3	7.97	 .0748	0.00	1.1	0.0	227	1	99.6	10
09/01/22	22:00	2.9	3.2	2.9	89	1.3	3.0	SE	0.50	4.0	SSE	1.8	2.9	1.8	-0.4	1008.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.107	0.000	17.7	41	4.3	16.3	7.97	 .0749	0.00	1.1	0.0	228	1	100.0	10
09/01/22	22:10	2.8	2.9	2.8	90	1.4	1.0	SE	0.17	3.0	SE	2.8	2.8	2.8	0.6	1009.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	17.7	41	4.2	16.2	7.97	 .0749	0.00	1.1	0.0	226	1	99.1	10
09/01/22	22:20	2.9	2.9	2.8	90	1.4	2.0	SE	0.33	4.0	SE	2.6	2.8	2.6	0.4	1009.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.107	0.000	17.7	41	4.2	16.2	7.97	 .0749	0.00	1.1	0.0	226	1	99.1	10
09/01/22	22:30	2.7	2.9	2.7	90	1.2	0.0	---	0.00	0.0	---	2.7	2.7	2.7	0.5	1009.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	17.7	41	4.2	16.2	7.97	 .0749	0.00	1.1	0.0	226	1	99.1	10
09/01/22	22:40	3.0	3.0	2.7	91	1.7	2.0	S	0.33	4.0	SSE	2.7	2.9	2.7	0.6	1009.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.106	0.000	17.7	41	4.2	16.2	7.97	 .0749	0.00	1.7	0.6	229	1	100.0	10
09/01/22	22:50	3.0	3.1	3.0	90	1.5	2.0	S	0.33	5.0	S	2.7	2.9	2.7	0.5	1009.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.106	0.000	17.6	41	4.2	16.2	7.98	 .0750	0.00	1.1	0.0	228	1	100.0	10
09/01/22	23:00	2.9	3.0	2.8	90	1.4	3.0	S	0.50	5.0	S	1.8	2.8	1.7	-0.4	1009.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.107	0.000	17.6	41	4.1	16.1	7.98	 .0750	0.00	1.7	0.6	225	1	98.7	10
09/01/22	23:10	2.7	2.9	2.7	90	1.2	3.0	S	0.50	6.0	S	1.6	2.7	1.6	-0.6	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	17.6	41	4.1	16.1	7.98	 .0750	0.00	1.1	0.6	227	1	99.6	10
09/01/22	23:20	2.6	2.7	2.6	90	1.1	3.0	S	0.50	5.0	S	1.4	2.5	1.3	-0.8	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.110	0.000	17.5	41	4.1	16.1	7.98	 .0750	0.00	1.1	0.0	227	1	99.6	10
09/01/22	23:30	2.4	2.6	2.4	91	1.1	3.0	S	0.50	5.0	S	1.3	2.4	1.2	-0.9	1010.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.110	0.000	17.4	41	4.0	16.0	7.98	 .0750	0.00	1.1	0.0	227	1	99.6	10
09/01/22	23:40	2.5	2.5	2.4	91	1.2	1.0	S	0.17	5.0	S	2.5	2.4	2.4	0.3	1010.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.110	0.000	17.4	41	4.0	16.0	7.98	 .0751	0.00	1.1	0.0	229	1	100.0	10
09/01/22	23:50	2.4	2.5	2.4	91	1.1	1.0	S	0.17	3.0	S	2.4	2.3	2.3	0.2	1010.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	17.4	41	4.0	16.0	7.98	 .0751	0.00	0.6	-0.6	229	1	100.0	10
10/01/22	00:00	2.2	2.4	2.2	91	0.9	1.0	S	0.17	3.0	S	2.2	2.2	2.2	0.0	1010.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.112	0.000	17.4	41	4.0	16.0	7.98	 .0751	0.00	0.0	-0.6	229	1	100.0	10
10/01/22	0:10	2.4	2.4	2.2	92	1.2	2.0	S	0.33	4.0	S	2.1	2.3	2.0	-0.2	1010.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	17.4	41	4.0	16.0	7.98	 .0751	0.00	0.6	-0.6	225	1	98.7	10
10/01/22	0:20	2.5	2.5	2.4	91	1.2	2.0	S	0.33	3.0	S	2.2	2.4	2.1	-0.1	1011.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.110	0.000	17.4	41	4.0	16.0	7.98	 .0751	0.00	0.6	-0.6	228	1	100.0	10
10/01/22	0:30	2.4	2.5	2.4	91	1.1	2.0	S	0.33	4.0	S	2.1	2.3	2.0	-0.2	1011.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	17.5	41	4.1	16.1	7.98	 .0751	0.00	1.1	0.0	227	1	99.6	10
10/01/22	0:40	2.2	2.4	2.2	91	0.9	3.0	S	0.50	4.0	S	1.0	2.2	0.9	-1.2	1011.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.112	0.000	17.6	41	4.2	16.2	7.98	 .0751	0.00	1.1	0.0	227	1	99.6	10
10/01/22	0:50	2.0	2.2	2.0	91	0.7	3.0	S	0.50	4.0	S	0.8	1.9	0.7	-1.4	1011.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.113	0.000	17.7	41	4.3	16.3	7.97	 .0751	0.00	0.6	0.0	229	1	100.0	10
10/01/22	1:00	2.2	2.2	2.0	92	1.1	3.0	S	0.50	4.0	S	1.0	2.2	0.9	-1.2	1011.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.112	0.000	17.8	41	4.4	16.4	7.97	 .0750	0.00	1.1	0.0	225	1	98.7	10
10/01/22	1:10	2.2	2.3	2.2	92	1.1	3.0	S	0.50	5.0	S	1.0	2.2	0.9	-1.2	1011.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.112	0.000	18.0	41	4.5	16.6	7.96	 .0750	0.00	0.6	0.0	227	1	99.6	10
10/01/22	1:20	2.0	2.2	2.0	91	0.7	2.0	S	0.33	3.0	S	1.6	1.9	1.6	-0.6	1012.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.113	0.000	18.1	41	4.6	16.7	7.96	 .0750	0.00	0.0	-0.6	227	1	99.6	10
10/01/22	1:30	2.1	2.1	1.9	92	0.9	1.0	S	0.17	3.0	S	2.1	2.0	2.0	-0.2	1012.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.113	0.000	18.2	41	4.7	16.8	7.96	 .0750	0.00	0.0	-0.6	225	1	98.7	10
10/01/22	1:40	2.1	2.2	2.1	92	0.9	1.0	S	0.17	2.0	S	2.1	2.1	2.1	-0.1	1012.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.113	0.000	18.3	41	4.8	16.9	7.95	 .0749	0.00	0.0	-0.6	226	1	99.1	10
10/01/22	1:50	2.3	2.3	2.1	92	1.1	0.0	S	0.00	1.0	S	2.3	2.2	2.2	0.1	1012.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	18.4	41	4.9	17.0	7.95	 .0749	0.00	1.1	0.0	228	1	100.0	10
10/01/22	2:00	2.4	2.4	2.2	92	1.2	0.0	---	0.00	0.0	---	2.4	2.3	2.3	0.2	1012.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	18.5	41	5.0	17.1	7.95	 .0749	0.00	0.6	0.0	226	1	99.1	10
10/01/22	2:10	2.3	2.4	2.3	92	1.2	0.0	---	0.00	0.0	---	2.3	2.3	2.3	0.1	1012.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	18.6	41	5.0	17.2	7.95	 .0749	0.00	0.6	0.0	227	1	99.6	10
10/01/22	2:20	2.2	2.3	2.2	92	1.1	0.0	S	0.00	3.0	S	2.2	2.2	2.2	0.0	1012.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.112	0.000	18.7	41	5.1	17.3	7.95	 .0749	0.00	0.0	-0.6	227	1	99.6	10
10/01/22	2:30	2.0	2.2	2.0	92	0.8	1.0	S	0.17	3.0	S	2.0	1.9	1.9	-0.2	1012.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.113	0.000	18.8	41	5.2	17.4	7.95	 .0748	0.00	0.6	0.0	224	1	98.2	10
10/01/22	2:40	1.9	2.0	1.9	92	0.7	1.0	S	0.17	3.0	S	1.9	1.8	1.8	-0.3	1013.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.114	0.000	18.8	41	5.3	17.4	7.95	 .0748	0.00	0.6	0.0	226	1	99.1	10
10/01/22	2:50	1.8	1.9	1.8	92	0.7	1.0	S	0.17	3.0	S	1.8	1.8	1.8	-0.4	1013.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	18.9	40	5.0	17.4	7.83	 .0748	0.00	1.1	0.0	225	1	98.7	10
10/01/22	3:00	1.9	1.9	1.8	92	0.8	1.0	S	0.17	3.0	S	1.9	1.9	1.9	-0.3	1013.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.114	0.000	19.0	40	5.1	17.6	7.83	 .0748	0.00	1.1	0.6	227	1	99.6	10
10/01/22	3:10	1.8	1.9	1.8	92	0.7	1.0	S	0.17	3.0	S	1.8	1.8	1.8	-0.4	1013.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.1	40	5.1	17.6	7.82	 .0748	0.00	0.6	0.0	227	1	99.6	10
10/01/22	3:20	1.7	1.8	1.7	92	0.6	0.0	S	0.00	2.0	S	1.7	1.7	1.7	-0.5	1013.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.1	40	5.2	17.7	7.82	 .0748	0.00	0.6	0.0	228	1	100.0	10
10/01/22	3:30	1.7	1.8	1.7	92	0.6	0.0	---	0.00	0.0	---	1.7	1.7	1.7	-0.5	1013.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.2	40	5.2	17.8	7.82	 .0748	0.00	1.1	0.6	229	1	100.0	10
10/01/22	3:40	1.8	1.8	1.7	93	0.8	0.0	---	0.00	0.0	---	1.8	1.8	1.8	-0.4	1013.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.2	40	5.3	17.8	7.82	 .0748	0.00	1.1	0.6	228	1	100.0	10
10/01/22	3:50	1.8	1.8	1.7	93	0.8	1.0	S	0.17	3.0	S	1.8	1.8	1.8	-0.4	1013.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.3	40	5.3	17.9	7.82	 .0748	0.00	1.1	0.6	228	1	100.0	10
10/01/22	4:00	1.9	1.9	1.8	93	0.9	0.0	S	0.00	2.0	S	1.9	1.9	1.9	-0.2	1013.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.114	0.000	19.3	40	5.4	17.9	7.81	 .0747	0.00	1.1	0.6	228	1	100.0	10
10/01/22	4:10	1.7	1.9	1.7	92	0.6	1.0	S	0.17	3.0	S	1.7	1.7	1.7	-0.5	1013.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.4	40	5.4	18.0	7.81	 .0747	0.00	0.6	0.6	226	1	99.1	10
10/01/22	4:20	1.7	1.7	1.6	93	0.7	2.0	S	0.33	3.0	S	1.3	1.7	1.3	-0.9	1014.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.116	0.000	19.4	40	5.5	18.1	7.81	 .0747	0.00	1.1	0.6	229	1	100.0	10
10/01/22	4:30	1.8	1.8	1.6	93	0.8	2.0	S	0.33	3.0	S	1.4	1.8	1.4	-0.7	1014.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.5	40	5.5	18.1	7.81	 .0747	0.00	1.1	0.6	227	1	99.6	10
10/01/22	4:40	2.2	2.2	1.9	94	1.4	2.0	S	0.33	4.0	S	1.9	2.2	1.9	-0.3	1014.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.112	0.000	19.6	40	5.6	18.2	7.81	 .0747	0.00	1.7	1.1	229	1	100.0	10
10/01/22	4:50	2.3	2.3	2.2	93	1.3	2.0	S	0.33	3.0	S	2.0	2.3	2.0	-0.2	1014.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	19.6	40	5.6	18.2	7.80	 .0747	0.00	1.7	1.1	224	1	98.2	10
10/01/22	5:00	2.4	2.4	2.3	93	1.4	1.0	S	0.17	3.0	S	2.4	2.4	2.4	0.2	1014.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	19.6	40	5.6	18.2	7.80	 .0747	0.00	1.7	1.1	228	1	100.0	10
10/01/22	5:10	2.8	2.8	2.4	94	1.9	0.0	---	0.00	0.0	---	2.8	2.8	2.8	0.7	1014.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	19.6	40	5.6	18.2	7.80	 .0747	0.00	1.7	1.1	229	1	100.0	10
10/01/22	5:20	2.9	2.9	2.8	93	1.9	1.0	S	0.17	2.0	S	2.9	2.9	2.9	0.8	1014.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.107	0.000	19.7	40	5.7	18.3	7.80	 .0747	0.00	1.7	1.1	227	1	99.6	10
10/01/22	5:30	2.8	3.0	2.8	92	1.7	1.0	S	0.17	2.0	S	2.8	2.8	2.8	0.6	1014.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	19.7	40	5.7	18.4	7.80	 .0747	0.00	1.7	1.1	228	1	100.0	10
10/01/22	5:40	2.7	2.8	2.7	92	1.5	1.0	S	0.17	2.0	S	2.7	2.6	2.6	0.4	1015.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.109	0.000	19.8	40	5.8	18.4	7.80	 .0747	0.00	1.7	1.1	227	1	99.6	10
